"model_name","color","image_front_filename","image_back_filename","image_side_filename","image_front_url","image_back_url","image_side_url","status","notes"
"iPhone 12 Pro Max","Silver","iphone-12-pro-max-silver-front.webp","iphone-12-pro-max-silver-back.webp","iphone-12-pro-max-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro Max","Graphite","iphone-12-pro-max-graphite-front.webp","iphone-12-pro-max-graphite-back.webp","iphone-12-pro-max-graphite-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro Max","Gold","iphone-12-pro-max-gold-front.webp","iphone-12-pro-max-gold-back.webp","iphone-12-pro-max-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro Max","Pacific Blue","iphone-12-pro-max-pacific-blue-front.webp","iphone-12-pro-max-pacific-blue-back.webp","iphone-12-pro-max-pacific-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro","Silver","iphone-12-pro-silver-front.webp","iphone-12-pro-silver-back.webp","iphone-12-pro-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro","Graphite","iphone-12-pro-graphite-front.webp","iphone-12-pro-graphite-back.webp","iphone-12-pro-graphite-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro","Gold","iphone-12-pro-gold-front.webp","iphone-12-pro-gold-back.webp","iphone-12-pro-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 Pro","Pacific Blue","iphone-12-pro-pacific-blue-front.webp","iphone-12-pro-pacific-blue-back.webp","iphone-12-pro-pacific-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","Black","iphone-12-black-front.webp","iphone-12-black-back.webp","iphone-12-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","White","iphone-12-white-front.webp","iphone-12-white-back.webp","iphone-12-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","(PRODUCT)RED","iphone-12-productred-front.webp","iphone-12-productred-back.webp","iphone-12-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","Green","iphone-12-green-front.webp","iphone-12-green-back.webp","iphone-12-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","Blue","iphone-12-blue-front.webp","iphone-12-blue-back.webp","iphone-12-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12","Purple","iphone-12-purple-front.webp","iphone-12-purple-back.webp","iphone-12-purple-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","Black","iphone-12-mini-black-front.webp","iphone-12-mini-black-back.webp","iphone-12-mini-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","White","iphone-12-mini-white-front.webp","iphone-12-mini-white-back.webp","iphone-12-mini-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","(PRODUCT)RED","iphone-12-mini-productred-front.webp","iphone-12-mini-productred-back.webp","iphone-12-mini-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","Green","iphone-12-mini-green-front.webp","iphone-12-mini-green-back.webp","iphone-12-mini-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","Blue","iphone-12-mini-blue-front.webp","iphone-12-mini-blue-back.webp","iphone-12-mini-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 12 mini","Purple","iphone-12-mini-purple-front.webp","iphone-12-mini-purple-back.webp","iphone-12-mini-purple-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (2nd generation)","Black","iphone-se-2nd-generation-black-front.webp","iphone-se-2nd-generation-black-back.webp","iphone-se-2nd-generation-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (2nd generation)","White","iphone-se-2nd-generation-white-front.webp","iphone-se-2nd-generation-white-back.webp","iphone-se-2nd-generation-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (2nd generation)","(PRODUCT)RED","iphone-se-2nd-generation-productred-front.webp","iphone-se-2nd-generation-productred-back.webp","iphone-se-2nd-generation-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro Max","Space Gray","iphone-11-pro-max-space-gray-front.webp","iphone-11-pro-max-space-gray-back.webp","iphone-11-pro-max-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro Max","Silver","iphone-11-pro-max-silver-front.webp","iphone-11-pro-max-silver-back.webp","iphone-11-pro-max-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro Max","Gold","iphone-11-pro-max-gold-front.webp","iphone-11-pro-max-gold-back.webp","iphone-11-pro-max-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro Max","Midnight Green","iphone-11-pro-max-midnight-green-front.webp","iphone-11-pro-max-midnight-green-back.webp","iphone-11-pro-max-midnight-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro","Space Gray","iphone-11-pro-space-gray-front.webp","iphone-11-pro-space-gray-back.webp","iphone-11-pro-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro","Silver","iphone-11-pro-silver-front.webp","iphone-11-pro-silver-back.webp","iphone-11-pro-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro","Gold","iphone-11-pro-gold-front.webp","iphone-11-pro-gold-back.webp","iphone-11-pro-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11 Pro","Midnight Green","iphone-11-pro-midnight-green-front.webp","iphone-11-pro-midnight-green-back.webp","iphone-11-pro-midnight-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","Black","iphone-11-black-front.webp","iphone-11-black-back.webp","iphone-11-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","Green","iphone-11-green-front.webp","iphone-11-green-back.webp","iphone-11-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","Yellow","iphone-11-yellow-front.webp","iphone-11-yellow-back.webp","iphone-11-yellow-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","Purple","iphone-11-purple-front.webp","iphone-11-purple-back.webp","iphone-11-purple-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","(PRODUCT)RED","iphone-11-productred-front.webp","iphone-11-productred-back.webp","iphone-11-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 11","White","iphone-11-white-front.webp","iphone-11-white-back.webp","iphone-11-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS Max","Silver","iphone-xs-max-silver-front.webp","iphone-xs-max-silver-back.webp","iphone-xs-max-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS Max","Space Gray","iphone-xs-max-space-gray-front.webp","iphone-xs-max-space-gray-back.webp","iphone-xs-max-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS Max","Gold","iphone-xs-max-gold-front.webp","iphone-xs-max-gold-back.webp","iphone-xs-max-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS","Silver","iphone-xs-silver-front.webp","iphone-xs-silver-back.webp","iphone-xs-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS","Space Gray","iphone-xs-space-gray-front.webp","iphone-xs-space-gray-back.webp","iphone-xs-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XS","Gold","iphone-xs-gold-front.webp","iphone-xs-gold-back.webp","iphone-xs-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","Black","iphone-xr-black-front.webp","iphone-xr-black-back.webp","iphone-xr-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","White","iphone-xr-white-front.webp","iphone-xr-white-back.webp","iphone-xr-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","Blue","iphone-xr-blue-front.webp","iphone-xr-blue-back.webp","iphone-xr-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","Yellow","iphone-xr-yellow-front.webp","iphone-xr-yellow-back.webp","iphone-xr-yellow-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","Coral","iphone-xr-coral-front.webp","iphone-xr-coral-back.webp","iphone-xr-coral-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone XR","(PRODUCT)RED","iphone-xr-productred-front.webp","iphone-xr-productred-back.webp","iphone-xr-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone X","Silver","iphone-x-silver-front.webp","iphone-x-silver-back.webp","iphone-x-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone X","Space Gray","iphone-x-space-gray-front.webp","iphone-x-space-gray-back.webp","iphone-x-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8 Plus","Gold","iphone-8-plus-gold-front.webp","iphone-8-plus-gold-back.webp","iphone-8-plus-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8 Plus","Silver","iphone-8-plus-silver-front.webp","iphone-8-plus-silver-back.webp","iphone-8-plus-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8 Plus","Space Gray","iphone-8-plus-space-gray-front.webp","iphone-8-plus-space-gray-back.webp","iphone-8-plus-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8 Plus","(PRODUCT)RED","iphone-8-plus-productred-front.webp","iphone-8-plus-productred-back.webp","iphone-8-plus-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8","Gold","iphone-8-gold-front.webp","iphone-8-gold-back.webp","iphone-8-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8","Silver","iphone-8-silver-front.webp","iphone-8-silver-back.webp","iphone-8-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8","Space Gray","iphone-8-space-gray-front.webp","iphone-8-space-gray-back.webp","iphone-8-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 8","(PRODUCT)RED","iphone-8-productred-front.webp","iphone-8-productred-back.webp","iphone-8-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","Rose Gold","iphone-7-plus-rose-gold-front.webp","iphone-7-plus-rose-gold-back.webp","iphone-7-plus-rose-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","Gold","iphone-7-plus-gold-front.webp","iphone-7-plus-gold-back.webp","iphone-7-plus-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","Silver","iphone-7-plus-silver-front.webp","iphone-7-plus-silver-back.webp","iphone-7-plus-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","Black","iphone-7-plus-black-front.webp","iphone-7-plus-black-back.webp","iphone-7-plus-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","Jet Black","iphone-7-plus-jet-black-front.webp","iphone-7-plus-jet-black-back.webp","iphone-7-plus-jet-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7 Plus","(PRODUCT)RED","iphone-7-plus-productred-front.webp","iphone-7-plus-productred-back.webp","iphone-7-plus-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","Rose Gold","iphone-7-rose-gold-front.webp","iphone-7-rose-gold-back.webp","iphone-7-rose-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","Gold","iphone-7-gold-front.webp","iphone-7-gold-back.webp","iphone-7-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","Silver","iphone-7-silver-front.webp","iphone-7-silver-back.webp","iphone-7-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","Black","iphone-7-black-front.webp","iphone-7-black-back.webp","iphone-7-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","Jet Black","iphone-7-jet-black-front.webp","iphone-7-jet-black-back.webp","iphone-7-jet-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 7","(PRODUCT)RED","iphone-7-productred-front.webp","iphone-7-productred-back.webp","iphone-7-productred-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (1st generation)","Silver","iphone-se-1st-generation-silver-front.webp","iphone-se-1st-generation-silver-back.webp","iphone-se-1st-generation-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (1st generation)","Gold","iphone-se-1st-generation-gold-front.webp","iphone-se-1st-generation-gold-back.webp","iphone-se-1st-generation-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (1st generation)","Space Gray","iphone-se-1st-generation-space-gray-front.webp","iphone-se-1st-generation-space-gray-back.webp","iphone-se-1st-generation-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone SE (1st generation)","Rose Gold","iphone-se-1st-generation-rose-gold-front.webp","iphone-se-1st-generation-rose-gold-back.webp","iphone-se-1st-generation-rose-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s Plus","Silver","iphone-6s-plus-silver-front.webp","iphone-6s-plus-silver-back.webp","iphone-6s-plus-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s Plus","Gold","iphone-6s-plus-gold-front.webp","iphone-6s-plus-gold-back.webp","iphone-6s-plus-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s Plus","Space Gray","iphone-6s-plus-space-gray-front.webp","iphone-6s-plus-space-gray-back.webp","iphone-6s-plus-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s Plus","Rose Gold","iphone-6s-plus-rose-gold-front.webp","iphone-6s-plus-rose-gold-back.webp","iphone-6s-plus-rose-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s","Silver","iphone-6s-silver-front.webp","iphone-6s-silver-back.webp","iphone-6s-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s","Gold","iphone-6s-gold-front.webp","iphone-6s-gold-back.webp","iphone-6s-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s","Space Gray","iphone-6s-space-gray-front.webp","iphone-6s-space-gray-back.webp","iphone-6s-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6s","Rose Gold","iphone-6s-rose-gold-front.webp","iphone-6s-rose-gold-back.webp","iphone-6s-rose-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6 Plus","Silver","iphone-6-plus-silver-front.webp","iphone-6-plus-silver-back.webp","iphone-6-plus-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6 Plus","Gold","iphone-6-plus-gold-front.webp","iphone-6-plus-gold-back.webp","iphone-6-plus-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6 Plus","Space Gray","iphone-6-plus-space-gray-front.webp","iphone-6-plus-space-gray-back.webp","iphone-6-plus-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6","Silver","iphone-6-silver-front.webp","iphone-6-silver-back.webp","iphone-6-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6","Gold","iphone-6-gold-front.webp","iphone-6-gold-back.webp","iphone-6-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 6","Space Gray","iphone-6-space-gray-front.webp","iphone-6-space-gray-back.webp","iphone-6-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5s","Space Gray","iphone-5s-space-gray-front.webp","iphone-5s-space-gray-back.webp","iphone-5s-space-gray-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5s","Silver","iphone-5s-silver-front.webp","iphone-5s-silver-back.webp","iphone-5s-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5s","Gold","iphone-5s-gold-front.webp","iphone-5s-gold-back.webp","iphone-5s-gold-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5c","White","iphone-5c-white-front.webp","iphone-5c-white-back.webp","iphone-5c-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5c","Pink","iphone-5c-pink-front.webp","iphone-5c-pink-back.webp","iphone-5c-pink-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5c","Yellow","iphone-5c-yellow-front.webp","iphone-5c-yellow-back.webp","iphone-5c-yellow-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5c","Blue","iphone-5c-blue-front.webp","iphone-5c-blue-back.webp","iphone-5c-blue-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5c","Green","iphone-5c-green-front.webp","iphone-5c-green-back.webp","iphone-5c-green-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5","Black","iphone-5-black-front.webp","iphone-5-black-back.webp","iphone-5-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 5","White","iphone-5-white-front.webp","iphone-5-white-back.webp","iphone-5-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 4s","Black","iphone-4s-black-front.webp","iphone-4s-black-back.webp","iphone-4s-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 4s","White","iphone-4s-white-front.webp","iphone-4s-white-back.webp","iphone-4s-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 4","Black","iphone-4-black-front.webp","iphone-4-black-back.webp","iphone-4-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 4","White","iphone-4-white-front.webp","iphone-4-white-back.webp","iphone-4-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 3GS","Black","iphone-3gs-black-front.webp","iphone-3gs-black-back.webp","iphone-3gs-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 3GS","White","iphone-3gs-white-front.webp","iphone-3gs-white-back.webp","iphone-3gs-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 3G","Black","iphone-3g-black-front.webp","iphone-3g-black-back.webp","iphone-3g-black-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone 3G","White","iphone-3g-white-front.webp","iphone-3g-white-back.webp","iphone-3g-white-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."
"iPhone","Silver","iphone-silver-front.webp","iphone-silver-back.webp","iphone-silver-side.webp","","","","pending","Preferred WebP, square 1000x1000 or 1200x1200, centered product, transparent or very light background."